Entity,Year,Government expenditure on primary education as % of GDP (%),Share of education in government expenditure (% of government expenditure),Total Government expenditure on education (% of GDP),Expected Years of Schooling,"Unemployment, total (% of total labor force)","Literacy rate, youth (ages 15-24), gender parity index (GPI).1","Literacy rate, adult total (% of people ages 15 and above).1"
Benin,2012,2.49990010261536,25.0213108062744,3.56202006340027,11.998565,0.68999999762,0.64025002718,32.948818207
Colombia,2007,1.48661994934082,14.4981698989868,4.08301019668579,13.31727,10.25,1.0095100403,92.651786804
Colombia,2008,1.45844995975494,13.8549098968506,3.9387800693512,13.51774,10.520000458,1.0089399815,93.378181458
Colombia,2009,1.82335996627808,15.4508800506592,4.77651977539063,13.94389,11.319999695,1.0100899935,93.244689941
Colombia,2010,1.73362994194031,15.926830291748,4.83382987976074,13.92935,11.149999619,1.0084700584,93.372329712
Colombia,2011,1.58666002750397,14.772029876709,4.46608018875122,14.02897,10.289999962,1.0097600222,93.580528259
Burkina Faso,2006,2.97777009010315,18.2017002105713,3.98218989372253,4.93206,6.4800000191,0.66632002592,22.472579956
Colombia,2014,1.66279995441437,14.8089799880981,4.62945985794067,14.22658,8.8000001907,1.0087499619,94.186248779
Costa Rica,2000,2.04436993598938,18.8195095062256,4.66695022583008,11.514343,5.0799999237,1.0085799694,94.868186951
Bangladesh,2007,1.01856005191803,18.1534004211426,2.20221996307373,8.86253,3.2699999809,1.1957999468,46.663600922
Costa Rica,2011,2.60225009918213,23.0096206665039,6.37988996505737,14.31016,9.5200004578,1.0025199652,97.406578064
Cote d'Ivoire,2012,2.07497000694275,20.8587608337402,4.65410995483398,8.276069,7.2199997902,0.66430002451,40.981628418
Cyprus,2001,1.60476994514465,14.3215703964233,5.11552000045776,12.50661,4.0399999619,1.00079,96.803627014
Cyprus,2011,2.08123993873596,15.4976501464844,6.53853988647461,13.79706,7.9400000572,1.0003399849,98.67842865
Belize,2000,3.04442000389099,15.6122598648071,5.02842998504639,11.677361,9.3900003433,1.0076400042,76.90297699
Bolivia,2001,2.08067011833191,,,14.340166,5.2399997711,0.97529000044,86.723670959
Bolivia,2008,2.89272999763489,,,14.313806,2.5999999046,0.99485999346,90.698112488
Bolivia,2009,3.27302002906799,,,14.281422,2.9700000286,0.99388998747,91.167831421
Bolivia,2011,2.4941999912262,,,14.218167,2.25,0.99522000551,92.226150513
Bolivia,2012,2.41546010971069,,,14.386247,2.0699999332,0.99663001299,94.460571289
Brazil,2000,1.21616005897522,11.4521598815918,3.94893002510071,14.326312,7.25,1.0320199728,86.367881775
Brazil,2010,1.76909005641937,14.1598596572876,5.64879989624023,13.856435,7.25,1.016299963,90.379180908
Dominican Republic,2002,1.23719000816345,12.079719543457,1.9140100479126,11.463656,6.7800002098,1.0253499746,86.99646759
Dominican Republic,2007,1.20364999771118,12.5778799057007,2.04678988456726,12.548034,5.1599998474,1.0237599611,88.24446106
Dominican Republic,2010,0.961019992828369,14.8493003845215,1.90046000480652,13.198659,5.2100000381,1.0215400457,89.538726807
Dominican Republic,2011,0.913770020008087,16.112699508667,1.90023994445801,13.415535,6.0900001526,1.0200099945,90.106376648
Barbados,2004,1.61436998844147,18.6181392669678,6.02428007125854,14.614985,11.0,0.99980002642,99.599998474
Dominican Republic,2012,1.1224000453949,16.9449005126953,2.49751996994019,13.63241,6.7199997902,1.0147999525,90.155181885
Dominican Republic,2013,1.89718997478485,25.9316005706787,3.48054003715515,13.69433,7.3499999046,1.0151599646,90.858146667
Dominican Republic,2014,1.90251994132996,13.1237001419067,3.96376991271973,13.75625,6.7199997902,1.0070500374,91.763763428
Ecuador,2010,1.22772002220154,12.9965600967407,4.50743007659912,14.704264,4.0900001526,1.0039000511,91.854042053
Ecuador,2011,1.15324997901917,11.976110458374,4.72689008712769,14.8639765,3.4600000381,1.002210021,91.586898804
Ecuador,2012,1.05880999565125,11.5341501235962,4.64307022094727,15.02369,3.2300000191,1.0012300014,92.064727783
Ecuador,2013,0.995280027389526,11.4425401687622,5.00464010238647,14.91156,3.0799999237,1.0005400181,93.294631958
Ecuador,2014,1.86100995540619,12.0683097839355,5.26099014282227,15.055005,3.4800000191,1.0017800331,94.222640991
Central African Republic,2010,0.641589999198914,6.47537994384766,1.11760997772217,6.626595,,0.55204999447,36.752609253
Cuba,2002,3.23158001899719,,9.57116985321045,12.97049,3.3099999428,0.99996000528,99.799072266
Estonia,2011,1.22651994228363,13.4062004089355,4.96921014785767,16.50272,12.329999924,1.0002000332,99.885787964
Cote d'Ivoire,2000,1.5391800403595,20.8069496154785,3.70367002487183,6.7122207,7.2199997902,0.73580998182,48.740760803
Cote d'Ivoire,2014,1.84508001804352,21.7667808532715,4.57742977142334,8.53671,7.2199997902,0.79561001062,43.908420563
Colombia,2006,1.57668995857239,13.7713203430176,3.91671991348267,13.04908,8.8000001907,1.0067299604,92.299682617
Comoros,2012,2.87067008018494,18.4915103912354,2.74783992767334,11.08738,,0.94288998842,49.196140289
Ghana,2010,1.71019005775452,20.6961402893066,5.54059982299805,10.50873,5.3800001144,0.94252002239,71.497070312
Guatemala,2012,1.64309000968933,21.1051406860352,3.00524997711182,10.58685,2.7599999905,0.96309000254,78.264862061
Guatemala,2013,1.49820005893707,20.6379508972168,2.88808989524841,10.64304,3.0199999809,0.95315998793,77.038673401
Honduras,2010,3.05496001243591,19.864070892334,6.80000019073486,10.329,4.1199998856,1.0149099827,84.755363464
Honduras,2013,2.87286996841431,19.864070892334,5.87492990493774,9.86807,5.6500000954,1.0254199505,85.464416504
Spain,2004,1.07783997058868,10.7112703323364,4.15785980224609,15.74748,11.090000153,0.99953997135,97.165122986
Spain,2005,1.06448996067047,10.7697601318359,4.14432001113892,15.86876,9.1499996185,0.99930000305,97.750686646
Spain,2006,1.0713700056076,10.8878297805786,4.1848201751709,15.9408,8.4499998093,0.99765998125,97.75213623
Spain,2007,1.07597005367279,10.8369398117065,4.25404977798462,15.91744,8.2299995422,0.99977999926,97.938842773
Spain,2008,1.14270997047424,10.926079750061,4.52805995941162,15.95045,11.25,1.0007499456,97.630607605
Spain,2009,1.23175001144409,10.6249799728394,4.91200017929077,15.99136,17.86000061,0.9991800189,97.679267883
Spain,2010,1.23106002807617,10.548810005188,4.85608005523682,16.33001,19.86000061,1.0017999411,97.748901367
Spain,2011,1.24312996864319,10.6098098754883,4.8969202041626,16.62454,21.38999939,1.0009200573,97.783752441
Spain,2012,1.14664995670319,9.18566036224365,4.4693398475647,16.95605,24.790000916,1.0006500483,97.894538879
Spain,2013,1.12445998191833,9.49333953857422,4.35101985931396,17.1725,26.090000153,0.99948000908,98.07913208
Indonesia,2008,1.42317998409271,13.674750328064,2.90190005302429,11.67576,7.2100000381,0.99844002724,92.192298889
Indonesia,2009,1.69015002250671,19.3084392547607,3.52513003349304,12.13866,6.1100001335,0.99845999479,92.581703186
Indonesia,2011,1.36355996131897,18.0061302185059,3.18944001197815,12.59059,5.1500000954,0.9994699955,92.811912537
Indonesia,2014,1.43976998329163,17.6715202331543,3.28800988197327,12.88266,4.0500001907,0.99997001886,95.116218567
Italy,2001,1.12374997138977,9.82285976409912,4.65009021759033,15.37252,9.6000003815,1.0001599789,98.416618347
Italy,2011,1.02381002902985,8.36956024169922,4.11568021774292,16.70663,8.3599996567,1.000180006,98.84828186
Jamaica,2014,2.19440007209778,21.7974891662598,6.01586008071899,13.0463085,9.0500001907,1.0499999523,88.099998474
Jordan,2003,2.40149998664856,8.19999980926514,3.40000009536743,12.60368,14.5,0.99581998587,89.892318726
Jordan,2005,2.29625010490417,8.19999980926514,3.40000009536743,12.70485,14.800000191,1.0009299517,91.130752563
Jordan,2007,1.79319000244141,8.19999980926514,3.40000009536743,12.55109,13.100000381,0.99993997812,92.199577332
Jordan,2011,1.65349996089935,8.19999980926514,3.40000009536743,11.23715,12.899999619,1.0020400286,95.904449463
Eritrea,2002,0.916670024394989,5.63337993621826,3.52390003204346,6.97389,,0.80557000637,52.513950348
Kuwait,2005,0.939660012722015,13.8541097640991,4.73833990097046,13.571117,1.9500000477,1.000970006,93.274459839
Kuwait,2006,0.767610013484955,13.3700103759766,3.75997996330261,13.646084,1.2999999523,0.99976998568,93.282119751
Kuwait,2008,0.852540016174316,13.3700103759766,3.75997996330261,13.796018,1.75,1.001760006,93.898300171
Sri Lanka,2010,0.430240005254745,8.6056604385376,1.71774005889893,13.61218,4.7800002098,1.0091500282,91.181358337
Lithuania,2011,0.780589997768402,12.336350440979,5.11343002319336,16.85102,15.390000343,1.0002100468,99.815597534
Latvia,2000,1.1054300069809,14.6014795303345,5.28064012527466,13.93457,14.210000038,1.0006500483,99.746566772
Latvia,2011,1.36792004108429,12.7153100967407,4.91069984436035,15.53017,16.209999084,1.0006799698,99.895896912
Morocco,2004,2.22827005386353,17.4706401824951,5.34215021133423,9.92038,10.829999924,0.7486500144,52.306259155
Morocco,2008,1.89822995662689,17.4706401824951,5.34215021133423,10.54251,9.5699996948,0.81461000443,55.147918701
Morocco,2009,1.98459994792938,17.2952899932861,5.26064014434814,10.73604,8.9600000381,0.83184999228,56.08367157
Morocco,2011,2.16880989074707,17.2952899932861,5.26064014434814,11.43887,8.9099998474,0.83344000578,67.084159851
Morocco,2012,2.25206995010376,17.2952899932861,5.26064014434814,11.78447,8.9899997711,0.92768001556,69.425392151
Moldova,2014,1.69863998889923,18.765100479126,6.26601982116699,14.09704,1.4500000477,1.000090003,99.359893799
Madagascar,2005,2.20525002479553,18.0330390930176,3.3096399307251,9.10393,2.6199998856,0.9594900012,58.935939789
Madagascar,2012,1.29373002052307,20.3257999420166,2.34067010879517,10.30861,0.60000002384,0.9603599906,71.572616577
Mexico,2000,1.66814994812012,19.6461296081543,3.99243998527527,11.98775,2.6500000954,0.99721997976,90.535621643
Guinea,2010,1.43630003929138,12.4383201599121,2.55118989944458,8.42549,,0.58020997047,25.307739258
Mexico,2002,1.81665003299713,21.4649105072021,4.45495986938477,12.37417,3.0,0.99317002296,90.274650574
Mexico,2004,1.92021000385284,22.0538291931152,4.72670984268188,12.74704,3.9400000572,1.0009299517,90.953742981
Mexico,2005,1.91797995567322,21.9037895202637,4.84568977355957,12.79952,3.5599999428,0.99983000755,91.630271912
Mexico,2006,1.84365999698639,20.8243198394775,4.69992017745972,12.91389,3.5699999332,0.99577999115,91.734519958
Mexico,2007,1.81052005290985,19.8890705108643,4.69050979614258,13.03226,3.6300001144,0.99915999174,92.795173645
Mexico,2008,1.80765998363495,17.3801593780518,4.82006978988647,13.20758,3.8699998856,0.99945998192,92.925598145
Mexico,2009,1.89294004440308,18.6651191711426,5.18794012069702,13.2684,5.3600001335,0.99708002806,93.441879272
Mexico,2010,1.87040996551514,18.6425895690918,5.15922021865845,13.39921,5.3000001907,1.0011800528,93.068939209
Mexico,2011,1.82987999916077,18.4210205078125,5.10564994812012,13.44376,5.1700000763,1.0009100437,93.519981384
Mali,2010,0.974449992179871,16.5039100646973,3.34388995170593,7.59837,8.0699996948,0.60218000412,31.099750519
Mali,2011,1.76031005382538,18.2583408355713,3.75423002243042,7.75545,6.9000000954,0.52731001377,30.61866951
Malta,2011,1.177649974823,18.9048004150391,7.69612979888916,15.02422,6.3800001144,1.0098899603,93.307357788
Guatemala,2002,1.29920995235443,20.6379508972168,2.88808989524841,8.94193,3.0199999809,0.90751999617,69.101730347
Mongolia,2010,1.24934995174408,14.7111396789551,4.64510011672974,14.58479,6.5500001907,1.0089700222,98.257003784
Guyana,2009,1.09996998310089,10.2391700744629,2.15057992935181,10.6781,10.699999809,1.0133299828,84.994010925
Mauritius,2011,0.924459993839264,13.846170425415,3.33207011222839,14.29753,7.4499998093,1.0089999437,89.249839783
Malaysia,2000,1.62235999107361,21.3906803131104,5.9716100692749,11.91815,3.0,1.0006099939,88.687759399
Malaysia,2010,1.41953003406525,18.4062309265137,4.96645021438599,12.85532,3.3900001049,1.0007799864,93.117889404
Niger,2012,2.24785995483398,19.1920204162598,3.1868200302124,5.21441,2.1800000668,0.65167999268,30.560390472
Nicaragua,2005,1.33025002479553,26.4080009460449,4.48422002792358,10.989719,5.3699998856,1.0414999723,78.002983093
Pakistan,2013,0.814920008182526,11.5139799118042,2.49343991279602,6.97874,2.9500000477,0.79892998934,55.594989777
Pakistan,2014,0.86667001247406,11.3006601333618,2.46592998504639,7.29691,1.8300000429,0.82174998522,56.977149963
Panama,2000,1.89592003822327,19.8319396972656,4.75968980789185,12.33146,13.529999733,0.99059998989,91.899620056
Peru,2004,1.10215997695923,15.273850440979,2.95787000656128,12.59951,4.7100000381,0.97804999352,87.66985321
Peru,2005,1.02550005912781,14.2785196304321,2.83903002738953,12.60894,4.8699998856,0.98331999779,87.908668518
Peru,2006,1.0824099779129,14.0353002548218,2.65281009674072,12.81361,4.1700000763,0.98421001434,88.69934082
Peru,2007,1.07507002353668,14.141770362854,2.62940001487732,13.018436,4.0799999237,0.98664999008,89.590812683
Peru,2012,1.06967997550964,14.3690700531006,2.92276000976563,14.042566,3.2400000095,0.99955999851,93.84172821
Peru,2014,1.40899002552032,16.2198905944824,3.69599008560181,14.452218,3.2100000381,0.9962900281,93.707946777
Philippines,2000,1.97558999061584,15.2067604064941,3.16440010070801,11.38377,11.18999958,1.0131800175,92.600059509
Philippines,2003,1.79841995239258,14.380220413208,2.93517994880676,11.59523,3.5299999714,1.0310900211,92.590690613
Philippines,2008,1.3636200428009,14.4419898986816,2.58282995223999,11.67956,3.7200000286,1.0149400234,95.420097351
Poland,2008,1.57564997673035,11.4513101577759,5.04239988327026,15.00427,7.1199998856,1.0003700256,98.742736816
India,2001,1.45378005504608,12.84291505813595,3.50517499446869,8.33717,3.2200000286,0.80466997623,61.014560699
India,2006,1.0936199426651,11.6937103271484,3.14284992218018,9.914508,3.2200000286,0.84101998806,62.754470825
India,2011,0.988420009613037,13.5649099349976,3.79618000984192,11.29448,3.2200000286,0.90899002552,69.302558899
Kenya,2000,3.53149008750916,23.3970108032227,5.1867299079895,8.19008,9.9600000381,0.98535001278,82.2290802
Liberia,2007,1.03222000598907,5.18434000015259,1.77711999416351,9.697341,,0.58581000566,42.941078186
Lesotho,2000,5.58945989608765,19.2003803253174,10.0915498733521,9.33693,35.459999084,1.1299599409,86.254432678
Madagascar,2009,1.66127002239227,22.5858306884766,2.82512998580933,10.18243,0.60000002384,0.97044998407,64.480911255
Maldives,2006,2.49785995483398,13.3475799560547,4.64523983001709,12.252354,,1.0012099743,98.397903442
Malawi,2010,1.51428997516632,12.4599800109863,3.53979992866516,10.76011,4.9800000191,0.94226998091,61.309719086
Malawi,2014,3.40307998657227,16.5964698791504,4.83983993530273,11.542824,4.9800000191,0.93080002069,65.145370483
Mauritania,2013,1.41530001163483,11.4054298400879,2.29354000091553,8.67625,9.8599996567,0.91684001684,62.068748474
Namibia,2001,4.06388998031616,22.7757091522217,6.88886976242065,11.90609,20.299999237,1.0265300274,84.944259644
Nepal,2001,2.05302000045776,21.6562004089355,3.70837998390198,8.56468,1.3300000429,0.74605000019,48.608970642
Oman,2010,1.1465300321579,10.949179649353,4.18773984909058,13.384706,,1.0077400208,86.939002991
Portugal,2011,1.41756999492645,10.2420196533203,5.12333011627197,16.2148,12.680000305,1.000880003,94.477050781
Paraguay,2007,1.39052999019623,19.4247207641602,2.73951005935669,11.76654,4.7100000381,0.99968999624,94.55821991
Paraguay,2010,1.4507999420166,18.7624092102051,2.7707200050354,12.18908,4.5700001717,1.0023100376,93.870918274
Paraguay,2012,1.89856994152069,18.7624092102051,2.7707200050354,12.7936325,4.0900001526,0.99849998951,94.197471619
Mauritius,2012,0.920469999313354,14.9606199264526,3.41820001602173,14.77875,7.4699997902,1.0089999437,91.76600647
Mauritius,2013,1.00976002216339,14.7890100479126,3.61578989028931,14.80133,7.3200001717,1.0089999437,91.490028381
Mauritius,2014,1.13057005405426,20.905179977417,4.91695022583008,15.31831,7.4699997902,1.0089999437,92.474761963
Qatar,2009,0.602029979228973,14.8356504440308,3.41315007209778,12.782445,0.31000000238,1.0168299675,91.151420593
Romania,2011,0.478460013866425,8.32977962493896,3.06136989593506,15.19216,7.1799998283,0.99962002039,98.604286194
Rwanda,2000,1.97293996810913,18.8353290557861,3.43635988235474,7.47877,,0.97886002064,64.88860321
Rwanda,2010,1.81852996349335,17.548059463501,4.63384008407593,11.2061,,1.0168499947,65.852272034
Rwanda,2012,1.72219002246857,15.8154697418213,4.4235200881958,11.67771,,1.0283600092,68.331031799
Senegal,2006,2.16184997558594,17.9546394348145,3.80786991119385,6.86975,10.029999733,0.76627999544,41.891151428
Senegal,2009,2.40823006629944,23.3004493713379,4.92073011398315,7.856255,10.029999733,0.75334000587,48.036781311
Singapore,2010,0.647469997406006,18.5717296600342,3.08044004440308,15.2,4.1199998856,1.0002900362,95.857330322
Singapore,2011,0.62228000164032,28.8618392944336,3.03077006340027,15.4,3.8900001049,0.99987000227,96.186042786
Singapore,2012,0.640670001506805,31.3717498779297,3.07085990905762,15.8,3.7200000286,0.99996000528,96.369789124
Singapore,2013,0.638639986515045,28.8391494750977,2.85435009002686,15.8,3.8599998951,1.0000499487,96.548019409
Sierra Leone,2013,1.18248999118805,15.2023096084595,2.37981009483337,9.196719,4.6799998283,0.78811001778,32.426170349
El Salvador,2006,1.45861005783081,14.9191904067993,3.49298000335693,12.49476,6.5700001717,1.011070013,83.559463501
El Salvador,2007,1.41717994213104,15.8150501251221,3.60984992980957,13.00392,6.4099998474,1.0071400404,82.028633118
El Salvador,2008,1.4215099811554,18.1625194549561,4.45810985565186,12.3644,5.8800001144,1.0111800432,83.951301575
El Salvador,2009,1.91067004203796,17.9502601623535,4.65950012207031,12.3634,7.3299999237,1.0064599514,84.102890015
El Salvador,2010,1.48772001266479,15.8184099197388,4.04807996749878,12.47133,4.8899998665,1.007439971,84.492721558
Serbia,2011,2.03336000442505,10.1795701980591,4.2383599281311,14.03466,22.969999313,0.99923998117,97.962409973
Sao Tome and Principe,2012,3.10609006881714,13.7216196060181,6.33950996398926,10.60344,13.590000153,0.99207001925,90.143096924
Slovenia,2001,1.11247003078461,11.818639755249,5.7568302154541,15.60025,6.3899998665,1.0010000467,99.599998474
Eswatini,2000,1.94774997234344,18.745080947876,5.50848007202148,10.02483,,1.0241999626,81.660697937
Eswatini,2010,3.28555989265442,18.2830295562744,6.11837005615234,12.506528,,1.0270299911,83.09828949
Seychelles,2002,1.66249001026154,9.22015953063965,5.19332981109619,12.10793,9.8100004196,1.0060800314,91.836456299
Chad,2004,0.725709974765778,11.0319004058838,1.59294998645782,5.62633,,0.57300001383,28.381429672
Togo,2000,2.19061994552612,24.4237098693848,3.92090010643005,9.56868,4.2300000191,0.75853997469,53.177600861
Togo,2006,1.23195004463196,17.2866497039795,3.43500995635986,10.79185,4.2300000191,0.80045998096,56.888370514
Togo,2009,2.06625008583069,19.3719806671143,3.86788010597229,11.140209,3.1050000191000002,0.85082000494,57.093379974
Togo,2011,2.1654999256134,16.9037895202637,4.3092999458313,12.04075,1.9800000191,0.83653002977,60.409938812
Thailand,2000,1.69312000274658,28.388599395752,5.25345993041992,11.23178,2.3900001049,0.99743002653,92.646537781
Thailand,2010,1.40710997581482,16.222620010376,3.5084400177002,13.2787,0.62000000477,0.99905997515,96.430908203
Thailand,2013,1.69589996337891,19.1259307861328,4.12402009963989,13.16111,0.25,1.0068600178,93.702072144
Trinidad and Tobago,2000,1.38452005386353,11.7311201095581,2.75565004348755,11.8095045,12.100000381,0.99959999323,97.900001526
Tunisia,2004,2.36887001991272,27.8338108062744,6.72078990936279,13.89883,14.229999542,0.95690000057,74.29699707
Tunisia,2008,1.73486995697021,25.2586708068848,6.27157020568848,14.41417,12.43999958,0.97306001186,77.714622498
Uganda,2010,1.30085003376007,10.1048898696899,1.73485004901886,11.120603,3.57499992845,0.95354998112,73.211883545
Uganda,2012,1.46118998527527,11.4518995285034,1.80523002147675,11.062105,3.5499999523,0.95213001966,70.198219299
Ukraine,2012,1.12553000450134,13.6655197143555,6.69232988357544,14.88188,7.5300002098,1.0002599955,99.974349976
Uruguay,2006,0.960070013999939,9.84121036529541,2.88025999069214,15.32323,10.840000153,1.0081000328,97.789627075
Uruguay,2011,1.21408998966217,15.1625499725342,4.35526990890503,15.682397,6.3099999428,1.005120039,98.335899353
Vanuatu,2014,2.3131799697876,18.2082405090332,5.18195009231567,11.220369,4.5599999428,1.0053299665,84.699996948
South Africa,2007,2.10364007949829,18.0270690917969,4.97414016723633,13.329972,26.540000916,1.0106699467,88.717247009
South Africa,2009,2.1569299697876,18.3062591552734,5.24869012832642,13.397043,20.510000229,1.0091300011,92.894859314
South Africa,2010,2.42961001396179,18.0443706512451,5.72173976898193,13.430579,23.180000305,1.0051800013,92.877319336
South Africa,2011,2.41457009315491,18.7015590667725,5.88102006912231,13.464114,21.420000076,1.0072799921,93.102142334
South Africa,2012,2.54222011566162,19.682710647583,6.07742023468018,13.49765,21.790000916,1.007799983,93.729469299
South Africa,2014,2.34956002235413,18.9891605377197,5.99946022033691,13.99991,22.61000061,1.00406003,94.139900208
